d,date,wm_yr_wk,weekday,wday,month,year,d,snap_CA,snap_TX,snap_WI
d_774,2013-03-12,11307,Tuesday,4,3,2013,d_774,0,1,1
d_775,2013-03-13,11307,Wednesday,5,3,2013,d_775,0,1,0
d_776,2013-03-14,11307,Thursday,6,3,2013,d_776,0,0,1
d_777,2013-03-15,11307,Friday,7,3,2013,d_777,0,1,1
d_778,2013-03-16,11308,Saturday,1,3,2013,d_778,0,0,0
d_779,2013-03-17,11308,Sunday,2,3,2013,d_779,0,0,0
d_780,2013-03-18,11308,Monday,3,3,2013,d_780,0,0,0
d_781,2013-03-19,11308,Tuesday,4,3,2013,d_781,0,0,0
d_782,2013-03-20,11308,Wednesday,5,3,2013,d_782,0,0,0
d_783,2013-03-21,11308,Thursday,6,3,2013,d_783,0,0,0
d_784,2013-03-22,11308,Friday,7,3,2013,d_784,0,0,0
d_785,2013-03-23,11309,Saturday,1,3,2013,d_785,0,0,0
d_786,2013-03-24,11309,Sunday,2,3,2013,d_786,0,0,0
d_787,2013-03-25,11309,Monday,3,3,2013,d_787,0,0,0
d_788,2013-03-26,11309,Tuesday,4,3,2013,d_788,0,0,0
d_789,2013-03-27,11309,Wednesday,5,3,2013,d_789,0,0,0
d_790,2013-03-28,11309,Thursday,6,3,2013,d_790,0,0,0
d_791,2013-03-29,11309,Friday,7,3,2013,d_791,0,0,0
d_792,2013-03-30,11310,Saturday,1,3,2013,d_792,0,0,0
d_793,2013-03-31,11310,Sunday,2,3,2013,d_793,0,0,0
d_794,2013-04-01,11310,Monday,3,4,2013,d_794,1,1,0
d_795,2013-04-02,11310,Tuesday,4,4,2013,d_795,1,0,1
d_796,2013-04-03,11310,Wednesday,5,4,2013,d_796,1,1,1
d_797,2013-04-04,11310,Thursday,6,4,2013,d_797,1,0,0
d_798,2013-04-05,11310,Friday,7,4,2013,d_798,1,1,1
d_799,2013-04-06,11311,Saturday,1,4,2013,d_799,1,1,1
d_800,2013-04-07,11311,Sunday,2,4,2013,d_800,1,1,0
d_801,2013-04-08,11311,Monday,3,4,2013,d_801,1,0,1
d_802,2013-04-09,11311,Tuesday,4,4,2013,d_802,1,1,1
d_803,2013-04-10,11311,Wednesday,5,4,2013,d_803,1,0,0
d_804,2013-04-11,11311,Thursday,6,4,2013,d_804,0,1,1
d_805,2013-04-12,11311,Friday,7,4,2013,d_805,0,1,1
d_806,2013-04-13,11312,Saturday,1,4,2013,d_806,0,1,0
d_807,2013-04-14,11312,Sunday,2,4,2013,d_807,0,0,1
d_808,2013-04-15,11312,Monday,3,4,2013,d_808,0,1,1
d_809,2013-04-16,11312,Tuesday,4,4,2013,d_809,0,0,0
d_810,2013-04-17,11312,Wednesday,5,4,2013,d_810,0,0,0
d_811,2013-04-18,11312,Thursday,6,4,2013,d_811,0,0,0
d_812,2013-04-19,11312,Friday,7,4,2013,d_812,0,0,0
d_813,2013-04-20,11313,Saturday,1,4,2013,d_813,0,0,0
d_814,2013-04-21,11313,Sunday,2,4,2013,d_814,0,0,0
d_815,2013-04-22,11313,Monday,3,4,2013,d_815,0,0,0
d_816,2013-04-23,11313,Tuesday,4,4,2013,d_816,0,0,0
d_817,2013-04-24,11313,Wednesday,5,4,2013,d_817,0,0,0
d_818,2013-04-25,11313,Thursday,6,4,2013,d_818,0,0,0
d_819,2013-04-26,11313,Friday,7,4,2013,d_819,0,0,0
d_820,2013-04-27,11314,Saturday,1,4,2013,d_820,0,0,0
d_821,2013-04-28,11314,Sunday,2,4,2013,d_821,0,0,0
d_822,2013-04-29,11314,Monday,3,4,2013,d_822,0,0,0
d_823,2013-04-30,11314,Tuesday,4,4,2013,d_823,0,0,0
d_824,2013-05-01,11314,Wednesday,5,5,2013,d_824,1,1,0
d_825,2013-05-02,11314,Thursday,6,5,2013,d_825,1,0,1
d_826,2013-05-03,11314,Friday,7,5,2013,d_826,1,1,1
d_827,2013-05-04,11315,Saturday,1,5,2013,d_827,1,0,0
d_828,2013-05-05,11315,Sunday,2,5,2013,d_828,1,1,1
d_829,2013-05-06,11315,Monday,3,5,2013,d_829,1,1,1
d_830,2013-05-07,11315,Tuesday,4,5,2013,d_830,1,1,0
d_831,2013-05-08,11315,Wednesday,5,5,2013,d_831,1,0,1
d_832,2013-05-09,11315,Thursday,6,5,2013,d_832,1,1,1
d_833,2013-05-10,11315,Friday,7,5,2013,d_833,1,0,0
d_834,2013-05-11,11316,Saturday,1,5,2013,d_834,0,1,1
d_835,2013-05-12,11316,Sunday,2,5,2013,d_835,0,1,1
d_836,2013-05-13,11316,Monday,3,5,2013,d_836,0,1,0
d_837,2013-05-14,11316,Tuesday,4,5,2013,d_837,0,0,1
d_838,2013-05-15,11316,Wednesday,5,5,2013,d_838,0,1,1
d_839,2013-05-16,11316,Thursday,6,5,2013,d_839,0,0,0
d_840,2013-05-17,11316,Friday,7,5,2013,d_840,0,0,0
d_841,2013-05-18,11317,Saturday,1,5,2013,d_841,0,0,0
d_842,2013-05-19,11317,Sunday,2,5,2013,d_842,0,0,0
d_843,2013-05-20,11317,Monday,3,5,2013,d_843,0,0,0
d_844,2013-05-21,11317,Tuesday,4,5,2013,d_844,0,0,0
d_845,2013-05-22,11317,Wednesday,5,5,2013,d_845,0,0,0
d_846,2013-05-23,11317,Thursday,6,5,2013,d_846,0,0,0
d_847,2013-05-24,11317,Friday,7,5,2013,d_847,0,0,0
d_848,2013-05-25,11318,Saturday,1,5,2013,d_848,0,0,0
d_849,2013-05-26,11318,Sunday,2,5,2013,d_849,0,0,0
d_850,2013-05-27,11318,Monday,3,5,2013,d_850,0,0,0
d_851,2013-05-28,11318,Tuesday,4,5,2013,d_851,0,0,0
d_852,2013-05-29,11318,Wednesday,5,5,2013,d_852,0,0,0
d_853,2013-05-30,11318,Thursday,6,5,2013,d_853,0,0,0
d_854,2013-05-31,11318,Friday,7,5,2013,d_854,0,0,0
d_855,2013-06-01,11319,Saturday,1,6,2013,d_855,1,1,0
d_856,2013-06-02,11319,Sunday,2,6,2013,d_856,1,0,1
d_857,2013-06-03,11319,Monday,3,6,2013,d_857,1,1,1
d_858,2013-06-04,11319,Tuesday,4,6,2013,d_858,1,0,0
d_859,2013-06-05,11319,Wednesday,5,6,2013,d_859,1,1,1
d_860,2013-06-06,11319,Thursday,6,6,2013,d_860,1,1,1
d_861,2013-06-07,11319,Friday,7,6,2013,d_861,1,1,0
d_862,2013-06-08,11320,Saturday,1,6,2013,d_862,1,0,1
d_863,2013-06-09,11320,Sunday,2,6,2013,d_863,1,1,1
d_864,2013-06-10,11320,Monday,3,6,2013,d_864,1,0,0
d_865,2013-06-11,11320,Tuesday,4,6,2013,d_865,0,1,1
d_866,2013-06-12,11320,Wednesday,5,6,2013,d_866,0,1,1
d_867,2013-06-13,11320,Thursday,6,6,2013,d_867,0,1,0
d_868,2013-06-14,11320,Friday,7,6,2013,d_868,0,0,1
d_869,2013-06-15,11321,Saturday,1,6,2013,d_869,0,1,1
d_870,2013-06-16,11321,Sunday,2,6,2013,d_870,0,0,0
d_871,2013-06-17,11321,Monday,3,6,2013,d_871,0,0,0
d_872,2013-06-18,11321,Tuesday,4,6,2013,d_872,0,0,0
d_873,2013-06-19,11321,Wednesday,5,6,2013,d_873,0,0,0
d_874,2013-06-20,11321,Thursday,6,6,2013,d_874,0,0,0
d_875,2013-06-21,11321,Friday,7,6,2013,d_875,0,0,0
d_876,2013-06-22,11322,Saturday,1,6,2013,d_876,0,0,0
d_877,2013-06-23,11322,Sunday,2,6,2013,d_877,0,0,0
d_878,2013-06-24,11322,Monday,3,6,2013,d_878,0,0,0
d_879,2013-06-25,11322,Tuesday,4,6,2013,d_879,0,0,0
d_880,2013-06-26,11322,Wednesday,5,6,2013,d_880,0,0,0
d_881,2013-06-27,11322,Thursday,6,6,2013,d_881,0,0,0
d_882,2013-06-28,11322,Friday,7,6,2013,d_882,0,0,0
d_883,2013-06-29,11323,Saturday,1,6,2013,d_883,0,0,0
d_884,2013-06-30,11323,Sunday,2,6,2013,d_884,0,0,0
d_885,2013-07-01,11323,Monday,3,7,2013,d_885,1,1,0
d_886,2013-07-02,11323,Tuesday,4,7,2013,d_886,1,0,1
d_887,2013-07-03,11323,Wednesday,5,7,2013,d_887,1,1,1
d_888,2013-07-04,11323,Thursday,6,7,2013,d_888,1,0,0
d_889,2013-07-05,11323,Friday,7,7,2013,d_889,1,1,1
d_890,2013-07-06,11324,Saturday,1,7,2013,d_890,1,1,1
d_891,2013-07-07,11324,Sunday,2,7,2013,d_891,1,1,0
d_892,2013-07-08,11324,Monday,3,7,2013,d_892,1,0,1
d_893,2013-07-09,11324,Tuesday,4,7,2013,d_893,1,1,1
d_894,2013-07-10,11324,Wednesday,5,7,2013,d_894,1,0,0
d_895,2013-07-11,11324,Thursday,6,7,2013,d_895,0,1,1
d_896,2013-07-12,11324,Friday,7,7,2013,d_896,0,1,1
d_897,2013-07-13,11325,Saturday,1,7,2013,d_897,0,1,0
d_898,2013-07-14,11325,Sunday,2,7,2013,d_898,0,0,1
d_899,2013-07-15,11325,Monday,3,7,2013,d_899,0,1,1
d_900,2013-07-16,11325,Tuesday,4,7,2013,d_900,0,0,0
d_901,2013-07-17,11325,Wednesday,5,7,2013,d_901,0,0,0
d_902,2013-07-18,11325,Thursday,6,7,2013,d_902,0,0,0
d_903,2013-07-19,11325,Friday,7,7,2013,d_903,0,0,0
d_904,2013-07-20,11326,Saturday,1,7,2013,d_904,0,0,0
d_905,2013-07-21,11326,Sunday,2,7,2013,d_905,0,0,0
d_906,2013-07-22,11326,Monday,3,7,2013,d_906,0,0,0
d_907,2013-07-23,11326,Tuesday,4,7,2013,d_907,0,0,0
d_908,2013-07-24,11326,Wednesday,5,7,2013,d_908,0,0,0
d_909,2013-07-25,11326,Thursday,6,7,2013,d_909,0,0,0
d_910,2013-07-26,11326,Friday,7,7,2013,d_910,0,0,0
d_911,2013-07-27,11327,Saturday,1,7,2013,d_911,0,0,0
d_912,2013-07-28,11327,Sunday,2,7,2013,d_912,0,0,0
d_913,2013-07-29,11327,Monday,3,7,2013,d_913,0,0,0
d_914,2013-07-30,11327,Tuesday,4,7,2013,d_914,0,0,0
d_915,2013-07-31,11327,Wednesday,5,7,2013,d_915,0,0,0
d_916,2013-08-01,11327,Thursday,6,8,2013,d_916,1,1,0
d_917,2013-08-02,11327,Friday,7,8,2013,d_917,1,0,1
d_918,2013-08-03,11328,Saturday,1,8,2013,d_918,1,1,1
d_919,2013-08-04,11328,Sunday,2,8,2013,d_919,1,0,0
d_920,2013-08-05,11328,Monday,3,8,2013,d_920,1,1,1
d_921,2013-08-06,11328,Tuesday,4,8,2013,d_921,1,1,1
d_922,2013-08-07,11328,Wednesday,5,8,2013,d_922,1,1,0
d_923,2013-08-08,11328,Thursday,6,8,2013,d_923,1,0,1
d_924,2013-08-09,11328,Friday,7,8,2013,d_924,1,1,1
d_925,2013-08-10,11329,Saturday,1,8,2013,d_925,1,0,0
d_926,2013-08-11,11329,Sunday,2,8,2013,d_926,0,1,1
d_927,2013-08-12,11329,Monday,3,8,2013,d_927,0,1,1
d_928,2013-08-13,11329,Tuesday,4,8,2013,d_928,0,1,0
d_929,2013-08-14,11329,Wednesday,5,8,2013,d_929,0,0,1
d_930,2013-08-15,11329,Thursday,6,8,2013,d_930,0,1,1
d_931,2013-08-16,11329,Friday,7,8,2013,d_931,0,0,0
d_932,2013-08-17,11330,Saturday,1,8,2013,d_932,0,0,0
d_933,2013-08-18,11330,Sunday,2,8,2013,d_933,0,0,0
d_934,2013-08-19,11330,Monday,3,8,2013,d_934,0,0,0
d_935,2013-08-20,11330,Tuesday,4,8,2013,d_935,0,0,0
d_936,2013-08-21,11330,Wednesday,5,8,2013,d_936,0,0,0
d_937,2013-08-22,11330,Thursday,6,8,2013,d_937,0,0,0
d_938,2013-08-23,11330,Friday,7,8,2013,d_938,0,0,0
d_939,2013-08-24,11331,Saturday,1,8,2013,d_939,0,0,0
d_940,2013-08-25,11331,Sunday,2,8,2013,d_940,0,0,0
d_941,2013-08-26,11331,Monday,3,8,2013,d_941,0,0,0
d_942,2013-08-27,11331,Tuesday,4,8,2013,d_942,0,0,0
d_943,2013-08-28,11331,Wednesday,5,8,2013,d_943,0,0,0
d_944,2013-08-29,11331,Thursday,6,8,2013,d_944,0,0,0
d_945,2013-08-30,11331,Friday,7,8,2013,d_945,0,0,0
d_946,2013-08-31,11332,Saturday,1,8,2013,d_946,0,0,0
d_947,2013-09-01,11332,Sunday,2,9,2013,d_947,1,1,0
d_948,2013-09-02,11332,Monday,3,9,2013,d_948,1,0,1
d_949,2013-09-03,11332,Tuesday,4,9,2013,d_949,1,1,1
d_950,2013-09-04,11332,Wednesday,5,9,2013,d_950,1,0,0
d_951,2013-09-05,11332,Thursday,6,9,2013,d_951,1,1,1
d_952,2013-09-06,11332,Friday,7,9,2013,d_952,1,1,1
d_953,2013-09-07,11333,Saturday,1,9,2013,d_953,1,1,0
d_954,2013-09-08,11333,Sunday,2,9,2013,d_954,1,0,1
d_955,2013-09-09,11333,Monday,3,9,2013,d_955,1,1,1
d_956,2013-09-10,11333,Tuesday,4,9,2013,d_956,1,0,0
d_957,2013-09-11,11333,Wednesday,5,9,2013,d_957,0,1,1
d_958,2013-09-12,11333,Thursday,6,9,2013,d_958,0,1,1
d_959,2013-09-13,11333,Friday,7,9,2013,d_959,0,1,0
d_960,2013-09-14,11334,Saturday,1,9,2013,d_960,0,0,1
d_961,2013-09-15,11334,Sunday,2,9,2013,d_961,0,1,1
d_962,2013-09-16,11334,Monday,3,9,2013,d_962,0,0,0
d_963,2013-09-17,11334,Tuesday,4,9,2013,d_963,0,0,0
d_964,2013-09-18,11334,Wednesday,5,9,2013,d_964,0,0,0
d_965,2013-09-19,11334,Thursday,6,9,2013,d_965,0,0,0
d_966,2013-09-20,11334,Friday,7,9,2013,d_966,0,0,0
d_967,2013-09-21,11335,Saturday,1,9,2013,d_967,0,0,0
d_968,2013-09-22,11335,Sunday,2,9,2013,d_968,0,0,0
d_969,2013-09-23,11335,Monday,3,9,2013,d_969,0,0,0
d_970,2013-09-24,11335,Tuesday,4,9,2013,d_970,0,0,0
d_971,2013-09-25,11335,Wednesday,5,9,2013,d_971,0,0,0
d_972,2013-09-26,11335,Thursday,6,9,2013,d_972,0,0,0
d_973,2013-09-27,11335,Friday,7,9,2013,d_973,0,0,0
d_974,2013-09-28,11336,Saturday,1,9,2013,d_974,0,0,0
d_975,2013-09-29,11336,Sunday,2,9,2013,d_975,0,0,0
d_976,2013-09-30,11336,Monday,3,9,2013,d_976,0,0,0
d_977,2013-10-01,11336,Tuesday,4,10,2013,d_977,1,1,0
d_978,2013-10-02,11336,Wednesday,5,10,2013,d_978,1,0,1
d_979,2013-10-03,11336,Thursday,6,10,2013,d_979,1,1,1
d_980,2013-10-04,11336,Friday,7,10,2013,d_980,1,0,0
d_981,2013-10-05,11337,Saturday,1,10,2013,d_981,1,1,1
d_982,2013-10-06,11337,Sunday,2,10,2013,d_982,1,1,1
d_983,2013-10-07,11337,Monday,3,10,2013,d_983,1,1,0
d_984,2013-10-08,11337,Tuesday,4,10,2013,d_984,1,0,1
d_985,2013-10-09,11337,Wednesday,5,10,2013,d_985,1,1,1
d_986,2013-10-10,11337,Thursday,6,10,2013,d_986,1,0,0
d_987,2013-10-11,11337,Friday,7,10,2013,d_987,0,1,1
d_988,2013-10-12,11338,Saturday,1,10,2013,d_988,0,1,1
d_989,2013-10-13,11338,Sunday,2,10,2013,d_989,0,1,0
d_990,2013-10-14,11338,Monday,3,10,2013,d_990,0,0,1
d_991,2013-10-15,11338,Tuesday,4,10,2013,d_991,0,1,1
d_992,2013-10-16,11338,Wednesday,5,10,2013,d_992,0,0,0
d_993,2013-10-17,11338,Thursday,6,10,2013,d_993,0,0,0
d_994,2013-10-18,11338,Friday,7,10,2013,d_994,0,0,0
d_995,2013-10-19,11339,Saturday,1,10,2013,d_995,0,0,0
d_996,2013-10-20,11339,Sunday,2,10,2013,d_996,0,0,0
d_997,2013-10-21,11339,Monday,3,10,2013,d_997,0,0,0
d_998,2013-10-22,11339,Tuesday,4,10,2013,d_998,0,0,0
d_999,2013-10-23,11339,Wednesday,5,10,2013,d_999,0,0,0
d_1000,2013-10-24,11339,Thursday,6,10,2013,d_1000,0,0,0
d_1001,2013-10-25,11339,Friday,7,10,2013,d_1001,0,0,0
d_1002,2013-10-26,11340,Saturday,1,10,2013,d_1002,0,0,0
d_1003,2013-10-27,11340,Sunday,2,10,2013,d_1003,0,0,0
d_1004,2013-10-28,11340,Monday,3,10,2013,d_1004,0,0,0
d_1005,2013-10-29,11340,Tuesday,4,10,2013,d_1005,0,0,0
d_1006,2013-10-30,11340,Wednesday,5,10,2013,d_1006,0,0,0
d_1007,2013-10-31,11340,Thursday,6,10,2013,d_1007,0,0,0
d_1008,2013-11-01,11340,Friday,7,11,2013,d_1008,1,1,0
d_1009,2013-11-02,11341,Saturday,1,11,2013,d_1009,1,0,1
d_1010,2013-11-03,11341,Sunday,2,11,2013,d_1010,1,1,1
d_1011,2013-11-04,11341,Monday,3,11,2013,d_1011,1,0,0
d_1012,2013-11-05,11341,Tuesday,4,11,2013,d_1012,1,1,1
d_1013,2013-11-06,11341,Wednesday,5,11,2013,d_1013,1,1,1
d_1014,2013-11-07,11341,Thursday,6,11,2013,d_1014,1,1,0
d_1015,2013-11-08,11341,Friday,7,11,2013,d_1015,1,0,1
d_1016,2013-11-09,11342,Saturday,1,11,2013,d_1016,1,1,1
d_1017,2013-11-10,11342,Sunday,2,11,2013,d_1017,1,0,0
d_1018,2013-11-11,11342,Monday,3,11,2013,d_1018,0,1,1
d_1019,2013-11-12,11342,Tuesday,4,11,2013,d_1019,0,1,1
d_1020,2013-11-13,11342,Wednesday,5,11,2013,d_1020,0,1,0
d_1021,2013-11-14,11342,Thursday,6,11,2013,d_1021,0,0,1
d_1022,2013-11-15,11342,Friday,7,11,2013,d_1022,0,1,1
d_1023,2013-11-16,11343,Saturday,1,11,2013,d_1023,0,0,0
d_1024,2013-11-17,11343,Sunday,2,11,2013,d_1024,0,0,0
d_1025,2013-11-18,11343,Monday,3,11,2013,d_1025,0,0,0
d_1026,2013-11-19,11343,Tuesday,4,11,2013,d_1026,0,0,0
d_1027,2013-11-20,11343,Wednesday,5,11,2013,d_1027,0,0,0
d_1028,2013-11-21,11343,Thursday,6,11,2013,d_1028,0,0,0
d_1029,2013-11-22,11343,Friday,7,11,2013,d_1029,0,0,0
d_1030,2013-11-23,11344,Saturday,1,11,2013,d_1030,0,0,0
d_1031,2013-11-24,11344,Sunday,2,11,2013,d_1031,0,0,0
d_1032,2013-11-25,11344,Monday,3,11,2013,d_1032,0,0,0
d_1033,2013-11-26,11344,Tuesday,4,11,2013,d_1033,0,0,0
d_1034,2013-11-27,11344,Wednesday,5,11,2013,d_1034,0,0,0
d_1035,2013-11-28,11344,Thursday,6,11,2013,d_1035,0,0,0
d_1036,2013-11-29,11344,Friday,7,11,2013,d_1036,0,0,0
d_1037,2013-11-30,11345,Saturday,1,11,2013,d_1037,0,0,0
d_1038,2013-12-01,11345,Sunday,2,12,2013,d_1038,1,1,0
d_1039,2013-12-02,11345,Monday,3,12,2013,d_1039,1,0,1
d_1040,2013-12-03,11345,Tuesday,4,12,2013,d_1040,1,1,1
d_1041,2013-12-04,11345,Wednesday,5,12,2013,d_1041,1,0,0
d_1042,2013-12-05,11345,Thursday,6,12,2013,d_1042,1,1,1
d_1043,2013-12-06,11345,Friday,7,12,2013,d_1043,1,1,1
d_1044,2013-12-07,11346,Saturday,1,12,2013,d_1044,1,1,0
d_1045,2013-12-08,11346,Sunday,2,12,2013,d_1045,1,0,1
d_1046,2013-12-09,11346,Monday,3,12,2013,d_1046,1,1,1
d_1047,2013-12-10,11346,Tuesday,4,12,2013,d_1047,1,0,0
d_1048,2013-12-11,11346,Wednesday,5,12,2013,d_1048,0,1,1
d_1049,2013-12-12,11346,Thursday,6,12,2013,d_1049,0,1,1
d_1050,2013-12-13,11346,Friday,7,12,2013,d_1050,0,1,0
d_1051,2013-12-14,11347,Saturday,1,12,2013,d_1051,0,0,1
d_1052,2013-12-15,11347,Sunday,2,12,2013,d_1052,0,1,1
d_1053,2013-12-16,11347,Monday,3,12,2013,d_1053,0,0,0
d_1054,2013-12-17,11347,Tuesday,4,12,2013,d_1054,0,0,0
d_1055,2013-12-18,11347,Wednesday,5,12,2013,d_1055,0,0,0
d_1056,2013-12-19,11347,Thursday,6,12,2013,d_1056,0,0,0
d_1057,2013-12-20,11347,Friday,7,12,2013,d_1057,0,0,0
d_1058,2013-12-21,11348,Saturday,1,12,2013,d_1058,0,0,0
d_1059,2013-12-22,11348,Sunday,2,12,2013,d_1059,0,0,0
d_1060,2013-12-23,11348,Monday,3,12,2013,d_1060,0,0,0
d_1061,2013-12-24,11348,Tuesday,4,12,2013,d_1061,0,0,0
d_1062,2013-12-25,11348,Wednesday,5,12,2013,d_1062,0,0,0
d_1063,2013-12-26,11348,Thursday,6,12,2013,d_1063,0,0,0
d_1064,2013-12-27,11348,Friday,7,12,2013,d_1064,0,0,0
d_1065,2013-12-28,11349,Saturday,1,12,2013,d_1065,0,0,0
d_1066,2013-12-29,11349,Sunday,2,12,2013,d_1066,0,0,0
d_1067,2013-12-30,11349,Monday,3,12,2013,d_1067,0,0,0
d_1068,2013-12-31,11349,Tuesday,4,12,2013,d_1068,0,0,0
d_1069,2014-01-01,11349,Wednesday,5,1,2014,d_1069,1,1,0
d_1070,2014-01-02,11349,Thursday,6,1,2014,d_1070,1,0,1
d_1071,2014-01-03,11349,Friday,7,1,2014,d_1071,1,1,1
d_1072,2014-01-04,11350,Saturday,1,1,2014,d_1072,1,0,0
d_1073,2014-01-05,11350,Sunday,2,1,2014,d_1073,1,1,1
d_1074,2014-01-06,11350,Monday,3,1,2014,d_1074,1,1,1
d_1075,2014-01-07,11350,Tuesday,4,1,2014,d_1075,1,1,0
d_1076,2014-01-08,11350,Wednesday,5,1,2014,d_1076,1,0,1
d_1077,2014-01-09,11350,Thursday,6,1,2014,d_1077,1,1,1
d_1078,2014-01-10,11350,Friday,7,1,2014,d_1078,1,0,0
d_1079,2014-01-11,11351,Saturday,1,1,2014,d_1079,0,1,1
d_1080,2014-01-12,11351,Sunday,2,1,2014,d_1080,0,1,1
d_1081,2014-01-13,11351,Monday,3,1,2014,d_1081,0,1,0
d_1082,2014-01-14,11351,Tuesday,4,1,2014,d_1082,0,0,1
d_1083,2014-01-15,11351,Wednesday,5,1,2014,d_1083,0,1,1
d_1084,2014-01-16,11351,Thursday,6,1,2014,d_1084,0,0,0
d_1085,2014-01-17,11351,Friday,7,1,2014,d_1085,0,0,0
d_1086,2014-01-18,11352,Saturday,1,1,2014,d_1086,0,0,0
d_1087,2014-01-19,11352,Sunday,2,1,2014,d_1087,0,0,0
d_1088,2014-01-20,11352,Monday,3,1,2014,d_1088,0,0,0
d_1089,2014-01-21,11352,Tuesday,4,1,2014,d_1089,0,0,0
d_1090,2014-01-22,11352,Wednesday,5,1,2014,d_1090,0,0,0
d_1091,2014-01-23,11352,Thursday,6,1,2014,d_1091,0,0,0
d_1092,2014-01-24,11352,Friday,7,1,2014,d_1092,0,0,0
d_1093,2014-01-25,11353,Saturday,1,1,2014,d_1093,0,0,0
d_1094,2014-01-26,11353,Sunday,2,1,2014,d_1094,0,0,0
d_1095,2014-01-27,11353,Monday,3,1,2014,d_1095,0,0,0
d_1096,2014-01-28,11353,Tuesday,4,1,2014,d_1096,0,0,0
d_1097,2014-01-29,11353,Wednesday,5,1,2014,d_1097,0,0,0
d_1098,2014-01-30,11353,Thursday,6,1,2014,d_1098,0,0,0
d_1099,2014-01-31,11353,Friday,7,1,2014,d_1099,0,0,0
d_1100,2014-02-01,11401,Saturday,1,2,2014,d_1100,1,1,0
d_1101,2014-02-02,11401,Sunday,2,2,2014,d_1101,1,0,1
d_1102,2014-02-03,11401,Monday,3,2,2014,d_1102,1,1,1
d_1103,2014-02-04,11401,Tuesday,4,2,2014,d_1103,1,0,0
d_1104,2014-02-05,11401,Wednesday,5,2,2014,d_1104,1,1,1
d_1105,2014-02-06,11401,Thursday,6,2,2014,d_1105,1,1,1
d_1106,2014-02-07,11401,Friday,7,2,2014,d_1106,1,1,0
d_1107,2014-02-08,11402,Saturday,1,2,2014,d_1107,1,0,1
d_1108,2014-02-09,11402,Sunday,2,2,2014,d_1108,1,1,1
d_1109,2014-02-10,11402,Monday,3,2,2014,d_1109,1,0,0
d_1110,2014-02-11,11402,Tuesday,4,2,2014,d_1110,0,1,1
d_1111,2014-02-12,11402,Wednesday,5,2,2014,d_1111,0,1,1
d_1112,2014-02-13,11402,Thursday,6,2,2014,d_1112,0,1,0
d_1113,2014-02-14,11402,Friday,7,2,2014,d_1113,0,0,1
d_1114,2014-02-15,11403,Saturday,1,2,2014,d_1114,0,1,1
d_1115,2014-02-16,11403,Sunday,2,2,2014,d_1115,0,0,0
d_1116,2014-02-17,11403,Monday,3,2,2014,d_1116,0,0,0
d_1117,2014-02-18,11403,Tuesday,4,2,2014,d_1117,0,0,0
d_1118,2014-02-19,11403,Wednesday,5,2,2014,d_1118,0,0,0
d_1119,2014-02-20,11403,Thursday,6,2,2014,d_1119,0,0,0
d_1120,2014-02-21,11403,Friday,7,2,2014,d_1120,0,0,0
d_1121,2014-02-22,11404,Saturday,1,2,2014,d_1121,0,0,0
d_1122,2014-02-23,11404,Sunday,2,2,2014,d_1122,0,0,0
d_1123,2014-02-24,11404,Monday,3,2,2014,d_1123,0,0,0
d_1124,2014-02-25,11404,Tuesday,4,2,2014,d_1124,0,0,0
d_1125,2014-02-26,11404,Wednesday,5,2,2014,d_1125,0,0,0
d_1126,2014-02-27,11404,Thursday,6,2,2014,d_1126,0,0,0
d_1127,2014-02-28,11404,Friday,7,2,2014,d_1127,0,0,0
d_1128,2014-03-01,11405,Saturday,1,3,2014,d_1128,1,1,0
d_1129,2014-03-02,11405,Sunday,2,3,2014,d_1129,1,0,1
d_1130,2014-03-03,11405,Monday,3,3,2014,d_1130,1,1,1
d_1131,2014-03-04,11405,Tuesday,4,3,2014,d_1131,1,0,0
d_1132,2014-03-05,11405,Wednesday,5,3,2014,d_1132,1,1,1
d_1133,2014-03-06,11405,Thursday,6,3,2014,d_1133,1,1,1
d_1134,2014-03-07,11405,Friday,7,3,2014,d_1134,1,1,0
d_1135,2014-03-08,11406,Saturday,1,3,2014,d_1135,1,0,1
d_1136,2014-03-09,11406,Sunday,2,3,2014,d_1136,1,1,1
d_1137,2014-03-10,11406,Monday,3,3,2014,d_1137,1,0,0
d_1138,2014-03-11,11406,Tuesday,4,3,2014,d_1138,0,1,1
d_1139,2014-03-12,11406,Wednesday,5,3,2014,d_1139,0,1,1
d_1140,2014-03-13,11406,Thursday,6,3,2014,d_1140,0,1,0
d_1141,2014-03-14,11406,Friday,7,3,2014,d_1141,0,0,1
d_1142,2014-03-15,11407,Saturday,1,3,2014,d_1142,0,1,1
d_1143,2014-03-16,11407,Sunday,2,3,2014,d_1143,0,0,0
d_1144,2014-03-17,11407,Monday,3,3,2014,d_1144,0,0,0
d_1145,2014-03-18,11407,Tuesday,4,3,2014,d_1145,0,0,0
d_1146,2014-03-19,11407,Wednesday,5,3,2014,d_1146,0,0,0
d_1147,2014-03-20,11407,Thursday,6,3,2014,d_1147,0,0,0
d_1148,2014-03-21,11407,Friday,7,3,2014,d_1148,0,0,0
d_1149,2014-03-22,11408,Saturday,1,3,2014,d_1149,0,0,0
d_1150,2014-03-23,11408,Sunday,2,3,2014,d_1150,0,0,0
d_1151,2014-03-24,11408,Monday,3,3,2014,d_1151,0,0,0
d_1152,2014-03-25,11408,Tuesday,4,3,2014,d_1152,0,0,0
